t_h,C_axis,C_surf,C_bar,T_axis,T_surf,R_cm,C_max
86.166667,0.113376,0.050870,0.093005,49.998934,49.998934,1.198000,0.113376
86.250000,0.113326,0.050868,0.092970,49.998934,49.998934,1.198000,0.113326
86.333333,0.113276,0.050867,0.092935,49.998934,49.998934,1.198000,0.113276
86.416667,0.113226,0.050865,0.092899,49.998934,49.998934,1.198000,0.113226
86.500000,0.113176,0.050863,0.092864,49.998934,49.998934,1.198000,0.113176
86.583333,0.113126,0.050862,0.092829,49.998934,49.998934,1.198000,0.113126
86.666667,0.113076,0.050860,0.092794,49.998934,49.998934,1.198000,0.113076
86.750000,0.113027,0.050858,0.092759,49.998934,49.998934,1.198000,0.113027
86.833333,0.112977,0.050857,0.092724,49.998934,49.998934,1.198000,0.112977
86.916667,0.112928,0.050855,0.092689,49.998934,49.998934,1.198000,0.112928
87.000000,0.112879,0.050853,0.092654,49.998934,49.998934,1.198000,0.112879
87.083333,0.112829,0.050852,0.092619,49.998934,49.998934,1.198000,0.112829
87.166667,0.112780,0.050850,0.092584,49.998934,49.998934,1.198000,0.112780
87.250000,0.112731,0.050848,0.092550,49.998934,49.998934,1.198000,0.112731
87.333333,0.112682,0.050847,0.092515,49.998934,49.998934,1.198000,0.112682
87.416667,0.112634,0.050845,0.092481,49.998934,49.998934,1.198000,0.112634
87.500000,0.112585,0.050844,0.092446,49.998934,49.998934,1.198000,0.112585
87.583333,0.112536,0.050842,0.092412,49.998934,49.998934,1.198000,0.112536
87.666667,0.112488,0.050841,0.092378,49.998934,49.998934,1.198000,0.112488
87.750000,0.112439,0.050839,0.092343,49.998934,49.998934,1.198000,0.112439
87.833333,0.112391,0.050837,0.092309,49.998934,49.998934,1.198000,0.112391
87.916667,0.112343,0.050836,0.092275,49.998934,49.998934,1.198000,0.112343
88.000000,0.112295,0.050834,0.092241,49.998934,49.998934,1.198000,0.112295
88.083333,0.112247,0.050833,0.092207,49.998934,49.998934,1.198000,0.112247
88.166667,0.112199,0.050831,0.092173,49.998934,49.998934,1.198000,0.112199
88.250000,0.112151,0.050830,0.092139,49.998934,49.998934,1.198000,0.112151
88.333333,0.112103,0.050828,0.092106,49.998934,49.998934,1.198000,0.112103
88.416667,0.112056,0.050827,0.092072,49.998934,49.998934,1.198000,0.112056
88.500000,0.112008,0.050825,0.092038,49.998934,49.998934,1.198000,0.112008
88.583333,0.111961,0.050823,0.092005,49.998934,49.998934,1.198000,0.111961
88.666667,0.111913,0.050822,0.091971,49.998934,49.998934,1.198000,0.111913
88.750000,0.111866,0.050820,0.091938,49.998934,49.998934,1.198000,0.111866
88.833333,0.111819,0.050819,0.091904,49.998934,49.998934,1.198000,0.111819
88.916667,0.111772,0.050817,0.091871,49.998934,49.998934,1.198000,0.111772
89.000000,0.111725,0.050816,0.091838,49.998934,49.998934,1.198000,0.111725
89.083333,0.111678,0.050814,0.091805,49.998934,49.998934,1.198000,0.111678
89.166667,0.111631,0.050813,0.091771,49.998934,49.998934,1.198000,0.111631
89.250000,0.111585,0.050811,0.091738,49.998934,49.998934,1.198000,0.111585
89.333333,0.111538,0.050810,0.091705,49.998934,49.998934,1.198000,0.111538
89.416667,0.111491,0.050808,0.091672,49.998934,49.998934,1.198000,0.111491
89.500000,0.111445,0.050807,0.091639,49.998934,49.998934,1.198000,0.111445
89.583333,0.111398,0.050805,0.091606,49.998934,49.998934,1.198000,0.111398
89.666667,0.111352,0.050804,0.091573,49.998934,49.998934,1.198000,0.111352
89.750000,0.111305,0.050803,0.091541,49.998934,49.998934,1.198000,0.111305
89.833333,0.111259,0.050801,0.091508,49.998934,49.998934,1.198000,0.111259
89.916667,0.111213,0.050800,0.091475,49.998934,49.998934,1.198000,0.111213
90.000000,0.111167,0.050798,0.091443,49.998934,49.998934,1.198000,0.111167
90.083333,0.111121,0.050797,0.091410,49.998934,49.998934,1.198000,0.111121
90.166667,0.111075,0.050795,0.091378,49.998934,49.998934,1.198000,0.111075
90.250000,0.111029,0.050794,0.091345,49.998934,49.998934,1.198000,0.111029
90.333333,0.110984,0.050792,0.091313,49.998934,49.998934,1.198000,0.110984
90.416667,0.110938,0.050791,0.091280,49.998934,49.998934,1.198000,0.110938
90.500000,0.110893,0.050789,0.091248,49.998934,49.998934,1.198000,0.110893
90.583333,0.110847,0.050788,0.091216,49.998934,49.998934,1.198000,0.110847
90.666667,0.110802,0.050787,0.091184,49.998934,49.998934,1.198000,0.110802
90.750000,0.110757,0.050785,0.091152,49.998934,49.998934,1.198000,0.110757
90.833333,0.110711,0.050784,0.091120,49.998934,49.998934,1.198000,0.110711
90.916667,0.110666,0.050782,0.091088,49.998934,49.998934,1.198000,0.110666
91.000000,0.110621,0.050781,0.091056,49.998934,49.998934,1.198000,0.110621
91.083333,0.110576,0.050780,0.091024,49.998934,49.998934,1.198000,0.110576
91.166667,0.110532,0.050778,0.090992,49.998934,49.998934,1.198000,0.110532
91.250000,0.110487,0.050777,0.090961,49.998934,49.998934,1.198000,0.110487
91.333333,0.110442,0.050775,0.090929,49.998934,49.998934,1.198000,0.110442
91.416667,0.110398,0.050774,0.090897,49.998934,49.998934,1.198000,0.110398
91.500000,0.110353,0.050773,0.090866,49.998934,49.998934,1.198000,0.110353
91.583333,0.110309,0.050771,0.090834,49.998934,49.998934,1.198000,0.110309
91.666667,0.110264,0.050770,0.090803,49.998934,49.998934,1.198000,0.110264
91.750000,0.110220,0.050768,0.090772,49.998934,49.998934,1.198000,0.110220
91.833333,0.110176,0.050767,0.090740,49.998934,49.998934,1.198000,0.110176
91.916667,0.110132,0.050766,0.090709,49.998934,49.998934,1.198000,0.110132
92.000000,0.110088,0.050764,0.090678,49.998934,49.998934,1.198000,0.110088
92.083333,0.110044,0.050763,0.090647,49.998934,49.998934,1.198000,0.110044
92.166667,0.110000,0.050762,0.090616,49.998934,49.998934,1.198000,0.110000
92.250000,0.109956,0.050760,0.090585,49.998934,49.998934,1.198000,0.109956
92.333333,0.109913,0.050759,0.090553,49.998934,49.998934,1.198000,0.109913
92.416667,0.109869,0.050758,0.090522,49.998934,49.998934,1.198000,0.109869
92.500000,0.109825,0.050756,0.090492,49.998934,49.998934,1.198000,0.109825
92.583333,0.109782,0.050755,0.090461,49.998934,49.998934,1.198000,0.109782
92.666667,0.109738,0.050754,0.090430,49.998934,49.998934,1.198000,0.109738
92.750000,0.109695,0.050752,0.090399,49.998934,49.998934,1.198000,0.109695
92.833333,0.109652,0.050751,0.090368,49.998934,49.998934,1.198000,0.109652
92.916667,0.109608,0.050750,0.090338,49.998934,49.998934,1.198000,0.109608
93.000000,0.109565,0.050748,0.090307,49.998934,49.998934,1.198000,0.109565
93.083333,0.109522,0.050747,0.090277,49.998934,49.998934,1.198000,0.109522
93.166667,0.109479,0.050746,0.090246,49.998934,49.998934,1.198000,0.109479
93.250000,0.109436,0.050744,0.090216,49.998934,49.998934,1.198000,0.109436
93.333333,0.109394,0.050743,0.090185,49.998934,49.998934,1.198000,0.109394
93.416667,0.109351,0.050742,0.090155,49.998934,49.998934,1.198000,0.109351
93.500000,0.109308,0.050740,0.090125,49.998934,49.998934,1.198000,0.109308
93.583333,0.109266,0.050739,0.090094,49.998934,49.998934,1.198000,0.109266
93.666667,0.109223,0.050738,0.090064,49.998934,49.998934,1.198000,0.109223
93.750000,0.109181,0.050737,0.090034,49.998934,49.998934,1.198000,0.109181
93.833333,0.109138,0.050735,0.090004,49.998934,49.998934,1.198000,0.109138
93.916667,0.109096,0.050734,0.089974,49.998934,49.998934,1.198000,0.109096
94.000000,0.109054,0.050733,0.089944,49.998934,49.998934,1.198000,0.109054
94.083333,0.109012,0.050731,0.089914,49.998934,49.998934,1.198000,0.109012
94.166667,0.108970,0.050730,0.089884,49.998934,49.998934,1.198000,0.108970
94.250000,0.108928,0.050729,0.089855,49.998934,49.998934,1.198000,0.108928
94.333333,0.108886,0.050728,0.089825,49.998934,49.998934,1.198000,0.108886
94.416667,0.108844,0.050726,0.089795,49.998934,49.998934,1.198000,0.108844
94.500000,0.108802,0.050725,0.089766,49.998934,49.998934,1.198000,0.108802
94.583333,0.108761,0.050724,0.089736,49.998934,49.998934,1.198000,0.108761
94.666667,0.108719,0.050723,0.089707,49.998934,49.998934,1.198000,0.108719
94.750000,0.108678,0.050721,0.089677,49.998934,49.998934,1.198000,0.108678
94.833333,0.108636,0.050720,0.089648,49.998934,49.998934,1.198000,0.108636
94.916667,0.108595,0.050719,0.089618,49.998934,49.998934,1.198000,0.108595
95.000000,0.108554,0.050718,0.089589,49.998934,49.998934,1.198000,0.108554
95.083333,0.108512,0.050716,0.089560,49.998934,49.998934,1.198000,0.108512
95.166667,0.108471,0.050715,0.089530,49.998934,49.998934,1.198000,0.108471
95.250000,0.108430,0.050714,0.089501,49.998934,49.998934,1.198000,0.108430
95.333333,0.108389,0.050713,0.089472,49.998934,49.998934,1.198000,0.108389
95.416667,0.108348,0.050712,0.089443,49.998934,49.998934,1.198000,0.108348
95.500000,0.108307,0.050710,0.089414,49.998934,49.998934,1.198000,0.108307
95.583333,0.108266,0.050709,0.089385,49.998934,49.998934,1.198000,0.108266
95.666667,0.108225,0.050708,0.089356,49.998934,49.998934,1.198000,0.108225
95.750000,0.108184,0.050707,0.089327,49.998934,49.998934,1.198000,0.108184
95.833333,0.108144,0.050705,0.089298,49.998934,49.998934,1.198000,0.108144
95.916667,0.108103,0.050704,0.089269,49.998934,49.998934,1.198000,0.108103
96.000000,0.108063,0.050703,0.089240,49.998934,49.998934,1.198000,0.108063
